,difference
43426347,-3.319404635287782
43426348,3.4513712824524134
43426349,-0.58058129041504
43426350,-1.9765019140466222
43426351,-3.5357931097679227
43426352,
43426881,0.7556771737041004
43426882,2.93650511360201
43426883,0.19841087880934083
43426884,2.9436605510092306
43426885,3.210508482255136
43426886,-0.9578041370752146
43426887,0.08420723023797905
43426888,-1.2362253089546869
43426889,
43426890,0.734069397868069
36991110,0.8660209751431012
36991111,-0.5376584881999875
36991112,3.65974408320546
36991113,3.2679281136935288
36991114,
36991115,2.446083306177073
36991116,0.8660367434815726
36991117,2.446611670386396
36991118,1.1605549878646997
36982401,0.294285000705635
36982402,-1.1107995678763025
36982403,-0.005729622555936231
36982404,3.5571502114677713
36982405,-0.14990608612457024
36982406,1.2639016417325166
36982407,0.8598694922748464
36982408,0.6877593405970757
36982409,
36982410,1.9858742756961547
37021731,-0.43572997703458327
37021732,1.1185192924651943
37021733,1.3386070451175272
37021734,
37021735,1.4804600174018532
37021736,1.3263051289801524
37021737,2.012597164618711
37021738,-0.43499766388545424
43430897,-1.6832425627064822
43430899,-0.9855427616008257
43430902,1.215909843811744
43430903,
36956310,0.15908607525601326
36956311,-1.465584136093085
36956312,-2.8280653995021936
36956313,-3.766053364709407
36956314,-2.129092374256217
36956315,
36956316,-2.1028223840186797
36956317,-0.11503472352656274
36956318,2.4189987470603995
36956319,-1.556347873811987
43424994,-4.085240431517107
43424995,-1.720241092124624
43424996,-1.552814150748702
43424997,-1.9909115921574596
43424998,-3.689309884657561
43424999,-5.274854735339204
43425000,-0.4377104587487963
43425001,
43425002,0.28020963138892796
36984519,2.589286558815161
36984520,-2.6821809025185814
36984521,1.9747584684349704
36984522,-0.008422413895431191
36984523,-0.7683842404649397
36984524,-0.882774081807213
36984525,2.648792988416602
36984526,-0.8828101875512289
36984527,0.11684381646406905
36984528,
37012010,3.0466240380622196
37012011,
37012012,-0.4956457657336273
37012013,-3.7477772659942445
37012014,-3.4517520840297777
37012015,-0.719432594597265
37012016,0.3419648521151828
37012017,0.7216423645675718
37012018,-2.1961841031662175
36967287,
36967288,2.5898851565076058
36967289,-0.5406778095225349
36967290,1.1079315532941507
36967291,1.9995507657242655
36967292,-2.615517911832015
36967293,-2.472369684104862
36967294,-1.2421387991965531
36969861,-0.3867708527877234
36969862,-0.7355018440274819
36969863,-0.001382619261832474
36969864,-1.9817066057020618
36969865,3.3683512573504757
36969866,-0.8485437525440354
36969867,-0.006514162236740617
36969868,0.5497655045294678
36969869,
36958401,
36958402,0.45810909733730654
36958403,0.3901449502549532
36958404,-1.1480663921968315
36958405,-3.3194676765852584
36958406,-2.3706262673582543
36958407,-2.5370877613325717
36990724,-4.055714336742186
36990725,-0.05716039088836489
36990726,-0.0444288524054226
36990727,-3.952813535886957
36990728,-3.9523544111414974
36990729,
36956977,4.595383087595991
36956978,
36956979,-1.3038312847108529
36956980,-5.314611568257945
36956981,-2.0534112923115515
36956982,-1.1306105353799296
36956983,2.919717423404137
36956984,-0.654093623660458
36970477,2.7326667166266247
36970478,-2.636494394348915
36970479,-0.7769328359742644
36970480,
36970481,0.5516202931626708
36970482,-2.0578935148626556
36970483,-0.0872235185445902
36970484,-0.7384544369729724
36991803,-2.1492928552542843
36991804,-1.544698432784827
36991805,-1.1507769050146948
36991806,-1.3771702147674425
36991807,-2.480624673602435
36991808,-1.332385270436685
36991809,
36991810,-2.2043547699476527
36991811,-1.490626145281638
36986818,3.4388357605105426
36986819,-1.4182639214818948
36986820,
36986821,-0.9435781879443965
36986822,4.614374884678668
36986823,-0.00011958053315197503
36986824,-1.605157178634414
36958746,-3.1523689042850123
36958747,
36958748,-3.0966249465431446
36958749,0.4825362687750214
36958750,5.635919352792087
36958751,-0.46595585173841414
36958752,2.159119716200834
36958753,4.211149261828467
36958754,-1.9722077142533863
36956565,1.3605105654188279
36956566,3.5091973562501337
36956567,
36956568,1.8289252041604058
36956569,1.6705819039370766
36956570,2.982599514925525
36956571,3.0878510799991403
37018425,1.2700177100904284
37018426,-0.4848009743175936
37018427,-2.085965968975586
37018428,0.4446583986714785
37018429,-1.905508294763706
37018430,-0.01721145086804654
37018431,
37018432,1.550361795108472
37018433,0.49267727963793106
36965772,2.526664680614914
36965773,3.3318385958162224
36965774,3.0054814055039714
36965775,2.702541512927553
36965776,0.9765751400971538
36965777,4.273781080131016
36965778,
36965779,1.37761297755047
36965780,1.1332057084820377
36965781,2.8456031430461906
37008244,0.4941805326374009
37008245,1.2639382688960268
37008246,1.4165756121006865
37008247,
37008248,-1.958791825767264
37008249,1.8318059871612746
37008250,0.8949199612071226
37008251,1.2865178553330026
37008252,2.451426197136513
37008253,2.31711076730042
36966145,4.5455881586778
36966146,3.5407210664226056
36966147,4.203791371771832
36966148,3.217181093096796
36966149,
36966150,5.460332269337888
36966151,7.703146873762378
36966152,2.9023619673471845
36966153,3.6000687136223686
37021540,-0.7935696894920312
37021541,1.1628716862549027
37021542,
37021543,-1.800276091753659
37021544,-1.0016332032234772
37021545,-1.4770397808577513
37021546,-1.1231739187300462
36963857,-0.825833940281953
36963858,-2.7609785813583727
36963859,-3.3938935764851976
36963860,-2.760928107629141
36963861,-0.5376972085792886
36963862,
36963863,-1.9231686851476155
36963864,-0.8255059231165376
36963865,-3.3939115854814617
36963866,-0.00046257116473213955
36985994,0.2973517172745517
36985995,0.687138074183224
36985996,-1.1771443322842572
36985997,-1.1770880883556458
36985998,0.32518910370220055
36985999,-1.618444511147743
36986000,-1.6816412853535212
36986001,0.42640491426413973
36986002,
36986003,0.8260944702691688
36968139,0.5052335444656144
36968140,0.5051241990470459
36968141,-1.579416665631527
36968142,-0.0005982217627682473
36968143,0.5870536446357129
36968144,
36968145,0.5870288949753295
37012259,-1.4317341890803803
37012260,-2.5475768862931005
37012261,-2.1593037234223367
37012262,-3.9066030690365814
37012263,-1.4318118762934482
37012264,-1.93372624527548
37012265,-2.159229307742656
37012266,
37012267,-10.249099901205788
37012268,-2.547788660975833
37013889,-6.867153761191958e-05
37013890,-0.08798868868571219
37013891,
37013892,-0.08806730371441773
37013893,-0.08909466164110569
37013894,-0.031324966067643345
37013895,-0.08923588693129858
37013896,-1.6333604833659408
37014448,0.2832294632878454
37014449,0.5106794027525523
37014450,0.28315511033193763
37014451,0.627406165127026
37014452,0.3222488261515086
37014453,0.007611698586980076
37014454,0.3222612371867437
37014455,
37021344,-0.00020201573825318064
37021345,-1.0497065148319962
37021346,-1.0496013569884752
37021347,-8.69570062747016e-05
37021348,-0.47317469361767905
37021349,-0.4454565107207955
37021350,
37021351,-0.4810103962763961
37021352,-0.4732200253950296
37021353,-1.1312038442761363
36960952,1.9319734741250727
36960953,
36960954,1.738353931230236
36960955,1.932116158783387
36960956,-0.12009814163779708
36955329,-0.057435999791835
36955330,-0.0001264356544723455
36955331,-0.09250791410395465
36955332,-0.09512064912614093
36955333,-0.057520343037836597
36955334,-0.032119995183233385
36955335,-0.03174112548988006
36955336,
37012872,
37012873,-1.8568872530715055
37012874,-1.8569232361131753
36982902,-0.14032330514485203
36982903,
36982904,2.396064492250222
36982905,-0.5589264502963118
36982906,-1.0088467745937635
36982907,2.396064476426673
36982908,1.561101191784509
36982909,2.3961166854365175
36982910,-1.0088546931686793
36997719,-2.9767208647255075
36997720,2.174337986952488
36997721,-0.27175681802227913
36997722,-2.6681847359261415
36997723,-2.6683344428396154
36997724,-0.0030932251855020354
36997725,2.24551050126495
36997726,-0.6543652402472144
36997727,
43428572,-0.1599640672586311
43428573,-0.24772486387969295
43428574,-0.06280014274117818
43428575,-0.0001505344456447233
43428576,-0.04846892892911825
43428577,-0.24869657380628496
43428578,
43428579,-0.1862281563914152
43428580,-0.048571426448543065
43426799,1.4825761305449916
43426800,-0.9698231119753586
43426801,-0.8130120559048457
43426802,-0.7056533847140543
43426803,-1.6196632417799677
43426804,
43426805,1.941526057569554
43426806,-0.8124819235758771
37024435,
37024436,0.009766431435368261
37007219,-3.9382371499030455e-05
37007220,
37007221,-0.00024124829250560254
37007222,-1.3974029634766794e-05
37007223,-2.701058220182585
37007225,-3.093262824285503
37007227,-28.83941519029837
36981007,-4.977478314922067
36981008,-2.029371780614582
36981009,
36981010,-3.972785537798842
36981011,-5.213049621500929
36981012,-3.461262900239632
36981013,-4.05155121068114
36981014,-6.858872043655381
36981015,-5.8693022924277045
36981016,-5.108875719036519
43421996,-0.223603558379736
43421997,0.2139330734546192
43421998,0.2137958267707205
43421999,-0.10789650576861831
43422000,
43422001,-7.195782179891808e-05
36970753,0.35622382066168257
36970754,-1.3292931157458838
36970755,-0.4772001680391611
36970756,
36970757,-1.1721277147103137e-05
36970758,-1.460587555540826
36970759,0.2667944482210771
36970760,-1.3293674576406147
36970761,-1.460672294950669
36970762,0.3562777274757991
36986962,-2.7439412970068204
36986963,0.3203552875294662
36986964,-0.0002061629198948367
36986965,-2.5337837974735677
36986966,-0.3026187598698442
36986967,0.2727185976771196
36986968,-0.3026017965312633
36986969,
36986970,-2.5337304260503757
36986971,-2.743873537001832
36967316,
36967317,-0.7376383067314656
36967318,-0.7041571430607441
36967319,-0.7626358087112202
36967320,-0.049862196394695246
36967321,-0.7041595669388769
36967322,-0.651521992478326
36967323,-0.09338607490851913
36967324,-0.08398908133247573
36968732,-5.657064094250444
36968733,-9.95618293008176
36968734,-3.0027850508657465
36968735,
36968736,-5.860274655771814
36968737,-5.2613740169771965
36968738,-7.159446331650788
36968739,-7.999572124677091
36968740,-6.143714471140736
36968741,-7.26897188750192
36972891,1.9275498209262878
36972892,5.13210690677861
36972893,-0.6882016971761438
36972894,-1.640696449573504
36972895,3.017475168109037
36972896,0.4428863067114417
36972897,-0.004285021240621134
36972898,0.47107911401936065
36972899,
36979706,-2.192100171696735
36979707,-1.9544781968561535
36979708,-3.283242896497897
36979709,-2.2460158605774616
36979710,0.3516224255795066
36979711,
36979712,-1.0343535481398076
36979713,2.4914388632110853
36979714,-1.8677701142033785
36970185,0.010495874967725527
36970186,
36970187,-0.018091239897334077
36970188,0.010412212269958587
36970189,-0.3800173515724161
36970190,-1.4414304427404296
36970191,-0.40480598256493217
36970192,-0.525963518676221
36970193,-0.12779399866957597
36991220,-0.647110104909272
36991221,0.22653451393507673
36991222,-1.9343245400494649
36991223,1.436500793762388
36991224,-1.6496671518540431
36991225,
36991226,1.340772175556216
36991227,0.20537110847030604
36991228,-0.5435161029362252
36991229,-0.1741137702167439
36990698,-0.8533264416830733
36990699,2.893809084033194
36990700,-1.4439208487820139
36990701,
36990702,-0.7812006481766431
36990703,-0.7813598787280398
36990704,4.302975514184091
36990705,2.8727815147026448
43427400,-0.41818744696708166
43427401,0.05239345797561157
43427402,-0.41821868695133446
43427403,0.05255830719409005
43427404,-0.7663316355396148
43427405,
43427406,-0.6037773339141665
43427407,-0.9183629502900317
43427408,-0.00016159076932353855
37020682,-4.974433288203261
37020683,0.3453042523575096
37020684,
37020685,-0.09210190454919598
37020686,-0.46319530043165447
37020687,-2.1087460841980894
37020688,-0.000979704903564027
36961768,-8.152802670675243
36961769,-7.946617080780214
36961770,-8.421059603761464
36961771,
36961772,-9.400336834662966
36961773,-8.863199125607053
36961774,-8.31334177603729
36961775,-8.587527003233106
36961776,-0.08007301384914456
36958357,0.3502804103187884
36958358,0.44726495774518327
36958359,-0.04705795856902739
36958360,0.35037986754191053
36958361,
36958362,-1.1515493407296091
36958363,0.41552585599070824
36958364,-1.9924607231931333
36958365,-1.2690369604489504
36994137,-0.06573422186220057
36994138,0.33960950430800096
36994139,0.3383754355451316
36994140,-0.5000294101227496
36994141,-0.6596179693613919
36994142,
36994143,-0.7754632866272004
36994144,-0.5002408395511537
36994145,0.16783160467143432
36969827,
36969828,3.355385954804005
36969829,0.8234044130397464
36969830,3.3551664876163034
36969831,0.822762075212522
36969832,-12.914362830189742
36969833,-7.600975912546878
36969834,5.600588448045665
36969835,4.018221244056507
36985545,
36985546,0.7106915966567797
36985547,-1.959986461947274
36985548,-2.433997473231088
36985549,-2.3450705495573274
36985550,-0.7848251089522975
36985551,-2.953236481844911
36985552,-2.29506300490403
36985553,-2.38854399859094
36971915,-0.4133325249608433
36971916,2.1500172633899766
36971917,
36971918,-0.22999104405093362
36971919,-1.5335846269839095
36971920,-0.8468135706462974
36971921,0.1513535040410261
36971922,0.7159959153373592
36971953,-0.2797094703627607
36971954,-1.5183802915059772
36971955,-5.15466115871277e-05
36971956,-1.5562537974193447
36971957,1.7132424513195872
36971958,-0.7699500986702361
36971959,
36971960,-0.5378341301860416
43430451,
43430452,-0.7577666825579676
43430453,-0.0002539188153214411
43430454,-0.36700385132767366
37021323,-0.03368589079663309
37021324,0.018888317197715665
37021325,-3.3426331265573594e-05
37021326,0.030855088861748925
37021327,
37021328,-0.033417847073133444
37021329,0.03113504745389939
43428851,-2.290038436005233
43428852,-8.829807924826127e-06
43428853,
43428854,-0.7404951222008407
43428855,-2.0934196645220666
43428856,-0.7332646651506494
43428857,-2.25636438348846
43428858,-2.274708998095271
43428859,-2.298320724899746
36968222,-0.9781774026123777
36968223,0.6364832446308171
36968224,-0.39606131225805363
36968225,-1.0247110265514898
36968226,-0.6675133074025474
36968227,
36968228,0.6792573288102322
36968229,-0.6676409353479258
36968011,-8.447398437638753e-05
36968012,-0.05549147897658102
36968013,-2.386310629319265
36968014,2.1416230075183265
36968015,0.9662993824909805
36968016,-1.012092989749064
36968017,
36968018,0.9027345927895887
36968019,-1.0425441341974881
36968020,-0.9923632698740299
36982357,-1.5324529492407208
36982358,-1.5198975860782298
36982359,-1.5397170621768197
36982360,-1.5669468981570418
36982361,
36982362,-1.5198718517790155
36982363,-0.028346846332937048
36982364,0.01289813459138145
36982365,-0.020923491560836283
43429233,-2.0879518662959455
43429234,-0.07555461340383474
43429235,-2.1852555513357945
43429236,-9.236157339387319e-06
43429237,
43429238,-0.07538017453011214
43429239,2.5235936303343145
43429240,2.523626371112746
43429241,-2.087851215030245
36987325,-1.3632969423248227
36987326,0.18737829370875403
36987327,-0.0001593276989382275
36987328,-1.1886917109542239
36987329,-0.21219064404576926
36987330,-1.1891126601937003
36987331,7.380453178029711e-05
36987332,-1.4098173689993416
36987333,
36987334,-0.21238706875325875
